1,2014-09-18,21,false
1,2014-09-23,-10,false
2,2014-09-18,9,false
2,2014-09-23,-4,false
3,2014-09-18,125,false
3,2014-09-23,-62,false
4,2014-09-18,116,false
4,2014-09-23,-58,false
5,2014-09-18,57,false
5,2014-09-23,-28,false
6,2014-09-18,146,false
6,2014-09-23,-73,false
7,2014-09-18,148,false
7,2014-09-23,-74,false
8,2014-09-18,36,false
8,2014-09-23,-18,false
9,2014-09-18,111,false
9,2014-09-23,-55,false
10,2014-09-18,106,false
10,2014-09-23,-53,false
11,2014-09-18,55,false
11,2014-09-23,-27,false
12,2014-09-18,82,false
12,2014-09-23,-41,false
13,2014-09-18,76,false
13,2014-09-23,-38,false
14,2014-09-18,118,false
14,2014-09-23,-59,false
15,2014-09-18,161,false
15,2014-09-23,-80,false
16,2014-09-18,58,false
16,2014-09-23,-29,false
17,2014-09-18,132,false
17,2014-09-23,-66,false
18,2014-09-18,68,false
18,2014-09-23,-34,false
19,2014-09-18,111,false
19,2014-09-23,-55,false
20,2014-09-18,21,false
20,2014-09-23,-10,false
21,2014-09-18,141,false
21,2014-09-23,-70,false
22,2014-09-18,110,false
22,2014-09-23,-55,false
23,2014-09-18,48,false
23,2014-09-23,-24,false
24,2014-09-18,62,false
24,2014-09-23,-31,false
25,2014-09-18,54,false
25,2014-09-23,-27,false
26,2014-09-18,106,false
26,2014-09-23,-53,false
27,2014-09-18,28,false
27,2014-09-23,-14,false
28,2014-09-18,57,false
28,2014-09-23,-28,false
29,2014-09-18,109,false
29,2014-09-23,-54,false
30,2014-09-18,86,false
30,2014-09-23,-43,false
31,2014-09-18,110,false
31,2014-09-23,-55,false
32,2014-09-18,102,false
32,2014-09-23,-51,false
33,2014-09-18,179,false
33,2014-09-23,-89,false
34,2014-09-18,141,false
34,2014-09-23,-70,false
35,2014-09-18,84,false
35,2014-09-23,-42,false
36,2014-09-18,133,false
36,2014-09-23,-66,false
37,2014-09-18,165,false
37,2014-09-23,-82,false
38,2014-09-18,122,false
38,2014-09-23,-61,false
39,2014-09-18,148,false
39,2014-09-23,-74,false
40,2014-09-18,48,false
40,2014-09-23,-24,false
41,2014-09-18,151,false
41,2014-09-23,-75,false
42,2014-09-18,160,false
42,2014-09-23,-80,false
43,2014-09-18,89,false
43,2014-09-23,-44,false
44,2014-09-18,93,false
44,2014-09-23,-46,false
45,2014-09-18,183,false
45,2014-09-23,-91,false
46,2014-09-18,108,false
46,2014-09-23,-54,false
47,2014-09-18,122,false
47,2014-09-23,-61,false
48,2014-09-18,181,false
48,2014-09-23,-90,false
49,2014-09-18,128,false
49,2014-09-23,-64,false
50,2014-09-18,129,false
50,2014-09-23,-64,false
51,2014-09-18,180,false
51,2014-09-23,-90,false
52,2014-09-18,82,false
52,2014-09-23,-41,false
53,2014-09-18,191,false
53,2014-09-23,-95,false
54,2014-09-18,158,false
54,2014-09-23,-79,false
55,2014-09-18,116,false
55,2014-09-23,-58,false
56,2014-09-18,82,false
56,2014-09-23,-41,false
57,2014-09-18,181,false
57,2014-09-23,-90,false
58,2014-09-18,79,false
58,2014-09-23,-39,false
59,2014-09-18,69,false
59,2014-09-23,-34,false
60,2014-09-18,156,false
60,2014-09-23,-78,false
61,2014-09-18,112,false
61,2014-09-23,-56,false
62,2014-09-18,177,false
62,2014-09-23,-88,false
63,2014-09-18,114,false
63,2014-09-23,-57,false
64,2014-09-18,125,false
64,2014-09-23,-62,false
65,2014-09-18,202,false
65,2014-09-23,-101,false
66,2014-09-18,126,false
66,2014-09-23,-63,false
67,2014-09-18,99,false
67,2014-09-23,-49,false
68,2014-09-18,106,false
68,2014-09-23,-53,false
69,2014-09-18,124,false
69,2014-09-23,-62,false
70,2014-09-18,88,false
70,2014-09-23,-44,false
71,2014-09-18,154,false
71,2014-09-23,-77,false
72,2014-09-18,121,false
72,2014-09-23,-60,false
73,2014-09-18,129,false
73,2014-09-23,-64,false
74,2014-09-18,115,false
74,2014-09-23,-57,false
75,2014-09-18,180,false
75,2014-09-23,-90,false
76,2014-09-18,196,false
76,2014-09-23,-98,false
77,2014-09-18,204,false
77,2014-09-23,-102,false
78,2014-09-18,126,false
78,2014-09-23,-63,false
79,2014-09-18,114,false
79,2014-09-23,-57,false
80,2014-09-18,208,false
80,2014-09-23,-104,false
81,2014-09-18,88,false
81,2014-09-23,-44,false
82,2014-09-18,154,false
82,2014-09-23,-77,false
